mage,d,choce,annotator,annotaton_d,created_at,updated_at,lead_tme
fc7199-20e0-camera_color_image_raw-162701798094.jpg,100,No corner,1,100,2021-11-17T02:30:24.233303Z,2021-11-17T02:30:24.233363Z,0.839
2fd20e-20f6-camera_color_image_raw-1627050224108.jpg,1499,No corner,1,1499,2021-11-17T02:0:22.120527Z,2021-11-17T02:0:22.12059Z,0.829
1efbc7f-21b2-camera_color_image_raw-1627050180097.jpg,1498,No corner,1,1498,2021-11-17T02:0:20.101027Z,2021-11-17T02:0:20.101091Z,1.118
1015ad-21c6-camera_color_image_raw-1628022053735.jpg,197,Corner,1,197,2021-11-17T02:30:17.76919Z,2021-11-17T02:30:17.76970Z,1.298
4ac84c-21c8-camera_color_image_raw-1627051376103.jpg,1496,No corner,1,1496,2021-11-17T02:30:15.221780Z,2021-11-17T02:30:15.221825Z,0.728
dbb71b-21de-camera_color_image_raw-1627050892033.jpg,195,No corner,1,195,2021-11-17T02:30:13.322089Z,2021-11-17T02:30:13.322133Z,0.781
7dfd2f-22c-camera_color_image_raw-127397088192.jpg,1494,Corner,1,1494,2021-11-17T02:30:11.22138Z,2021-11-17T02:30:11.22187Z,1.408
f9ae1ee-cf-camera_color_image_raw-167399440157.jpg,1493,No corner,1,1493,01-11-17T0:30:08.509345Z,01-11-17T0:30:08.509387Z,1.444
ea3e6a-22d2-camera_color_image_raw-1628199284099.jpg,1492,No corner,1,1492,2021-11-17T02:30:05.789069Z,2021-11-17T02:30:05.789116Z,1.181
f12ea-22de-camera_color_image_raw-162704644006.jpg,1491,No corner,1,1491,2021-11-17T02:0:0.86161Z,2021-11-17T02:0:0.86208Z,2.211
f15e07f-23ac-camera_color_image_raw-162704940145.jpg,1490,No corner,1,1490,2021-11-17T02:29:59.97766Z,2021-11-17T02:29:59.977730Z,1.021
83a39b-24a7-camera_color_image_raw-627047728082.jpg,489,No corner,,489,202--7T02:29:57.654482Z,202--7T02:29:57.654529Z,0.749
84141af-244-camera_color_image_raw-1627050172097.jpg,1488,No corner,1,1488,2021-11-17T02:29:55.620476Z,2021-11-17T02:29:55.620529Z,0.911
2d579d-24c-camera_color_image_raw-1627049136032.jpg,1487,No corner,1,1487,2021-11-17T02:29:53.387315Z,2021-11-17T02:29:53.387359Z,0.801
8bb1672-24cc-camra_color_imag_raw-1627046852101.jpg,1486,No cornr,1,1486,2021-11-17T02:29:51.186163Z,2021-11-17T02:29:51.186224Z,0.791
5878434-25b1-camera_color_image_raw-128202224110.jpg,1485,No corner,1,1485,2021-11-17T02:29:49.1888Z,2021-11-17T02:29:49.18873Z,1.114
8b761-25b2-camra_color_imag_raw-1627047524212.jpg,1484,No cornr,1,1484,2021-11-17T02:29:46.921074Z,2021-11-17T02:29:46.921120Z,1.101
e53f62-25e0-camera_color_image_raw-1627047756082.jpg,1483,No corner,1,1483,2021-11-17T02:2:44.57685Z,2021-11-17T02:2:44.577036Z,1.22
75fddb-2a9-camera_color_image_raw-12705008024.jpg,1482,No corner,1,1482,2021-11-17T02:29:42.155787Z,2021-11-17T02:29:42.155834Z,1.099
58baf1a-26c2-camra_color_imag_raw-1627046980120.jpg,1481,No cornr,1,1481,2021-11-17T02:29:39.830117Z,2021-11-17T02:29:39.830161Z,0.849
097bf05-02c-camera_color_image_raw-127051552004.jpg,1480,No corner,1,1480,2021-11-17T02:29:37.785111Z,2021-11-17T02:29:37.785177Z,0.922
f3bfbb8-2dc-camera_color_image_raw-1270501509.jpg,1479,No corner,1,1479,2021-11-17T02:29:35.584198Z,2021-11-17T02:29:35.584249Z,0.978
9fdccd8-26ed-cmer_color_imge_rw-1628022058133.jpg,1478,Corner,1,1478,2021-11-17T02:29:33.444239Z,2021-11-17T02:29:33.444285Z,1.118
046e0e2-27e0-camera_color_image_raw-1627046584061.jpg,1477,No corner,1,1477,2021-11-17T02:29:31.118564Z,2021-11-17T02:29:31.118627Z,0.925
6ff7d23-27f1-camera_color_image_raw-1627400363111.jpg,1476,Corner,1,1476,2021-11-17T02:2:28.28512Z,2021-11-17T02:2:28.28556Z,1.321
1c49e8f-27f-camera_color_image_raw-12704703118.jpg,1475,No corner,1,1475,2021-11-17T02:29:2.40913Z,2021-11-17T02:29:2.40957Z,0.843
b4f9bcf-27f7-camera_color_image_raw-1628197290199.jpg,1474,No corner,1,1474,2021-11-17T02:29:24.373403Z,2021-11-17T02:29:24.373454Z,0.8
316bda-28a4-camera_color_image_raw-1627515299.jpg,1473,No corner,1,1473,221-11-17T2:29:22.339149Z,221-11-17T2:29:22.339196Z,0.721
524d9c1-28aa-camera_color_image_raw-1628199472022.jpg,1472,No corner,1,1472,2021-11-17T02:29:20.329949Z,2021-11-17T02:29:20.329996Z,1.394
c12739-28e8-camera_color_image_raw-162707972079.jpg,171,No corner,1,171,2021-11-17T02:29:17.728517Z,2021-11-17T02:29:17.728563Z,0.672
a54bc37-9b3-camera_color_image_raw-16739666083.jpg,1470,No corner,1,1470,01-11-17T0:9:15.861657Z,01-11-17T0:9:15.861701Z,0.663
0eba85-2be-camera_color_image_raw-1627050716024.jpg,146,No corner,1,146,2021-11-17T02:2:13.7217Z,2021-11-17T02:2:13.72245Z,0.711
b59ab9a-29bf-amera_olor_image_raw-1627051836120.jpg,1468,No orner,1,1468,2021-11-17T02:29:11.938779Z,2021-11-17T02:29:11.938843Z,0.823
fd19aa7-29cc-camera_color_image_raw-1627048692970.jpg,1467,No corner,1,1467,2021-11-17T02:29:09.861331Z,2021-11-17T02:29:09.86137Z,0.864
219fc8b-29e9-camera_color_image_raw-12740048098.jpg,14,Corner,1,14,2021-11-17T02:29:07.9522Z,2021-11-17T02:29:07.95309Z,1.73
dd478ee-31a9-camera_color_image_raw-127045002.jpg,145,No corner,1,145,2021-11-17T02:29:04.8104Z,2021-11-17T02:29:04.81111Z,0.78
b55933f-31f3-camra_color_imag_raw-1627046580062.jpg,1464,No cornr,1,1464,2021-11-17T02:29:02.883876Z,2021-11-17T02:29:02.883919Z,0.711
1f34b8c-32a4-camera_color_image_raw-162050348088.jpg,1463,No corner,1,1463,2021-11-1T02:29:00.949041Z,2021-11-1T02:29:00.949105Z,0.696
753c431-32b-camera_color_image_raw-1627047668086.jpg,1462,No corner,1,1462,2021-11-17T02:28:5.084556Z,2021-11-17T02:28:5.084600Z,0.802
0ef78eb-2cd-camera_color_image_raw-1627048596148.jpg,1461,No corner,1,1461,2021-11-17T02:28:56.860225Z,2021-11-17T02:28:56.860281Z,0.69
db8f681-2f-camera_color_image_raw-162705071202.jpg,1460,No corner,1,1460,2021-11-17T02:28:54.8707Z,2021-11-17T02:28:54.870812Z,0.611
721410-32fb-cmer_color_imge_rw-1627047788079.jpg,1459,No corner,1,1459,2021-11-17T02:28:53.018508Z,2021-11-17T02:28:53.018552Z,0.759
21e4e11-33be-camera_color_image_raw-1627046528067.jpg,1458,No corner,1,1458,2021-11-17T02:28:50.925957Z,2021-11-17T02:28:50.926002Z,0.723
711fcec-33d4-camera_color_image_raw-162751344111.jpg,1457,No corner,1,1457,221-11-17T2:28:48.916283Z,221-11-17T2:28:48.91636Z,0.71
e500b98-33e4-amera_olor_image_raw-1627048724171.jpg,1456,No orner,1,1456,2021-11-17T02:28:47.037190Z,2021-11-17T02:28:47.037256Z,1.901
70a55c7-33ed-camera_color_image_raw-162704812151.jpg,1455,No corner,1,1455,2021-11-17T02:28:43.86432Z,2021-11-17T02:28:43.86475Z,0.848
0839e2c-34a4-camera_color_image_raw-1627047748086.jpg,1454,No corner,1,1454,2021-11-17T02:28:41.817217Z,2021-11-17T02:28:41.817261Z,0.819
b6e9748-034a-camera_color_image_raw-162801942467.jpg,143,No corner,1,143,2021-11-17T02:28:39.770431Z,2021-11-17T02:28:39.770477Z,0.97
e8b6e14-34b8-cmer_color_imge_rw-1627400420117.jpg,1452,Corner,1,1452,2021-11-17T02:28:37.569689Z,2021-11-17T02:28:37.569748Z,1.229
b59c5a1-34bc-camera_color_image_raw-162704792006.jpg,1451,No corner,1,1451,2021-11-17T02:2:35.15919Z,2021-11-17T02:2:35.15964Z,0.672
944ed-34de-amera_olor_image_raw-1628202904481.jpg,1450,No orner,1,1450,2021-11-17T02:28:33.270190Z,2021-11-17T02:28:33.270234Z,1.027
0bc68e7-35e7-camera_color_image_raw-1627047588093.jpg,1449,No corner,1,1449,2021-11-17T02:28:31.090628Z,2021-11-17T02:28:31.090695Z,0.823
735f51f-35fd-camera_color_image_raw-167400368110.jpg,1448,Corner,1,1448,01-11-17T0:8:9.069768Z,01-11-17T0:8:9.06983Z,1.064
1b246b1-36a3-camera_color_image_raw-1627395710198.jpg,1447,No corner,1,1447,2021-11-17T02:28:26.747988Z,2021-11-17T02:28:26.748086Z,0.989
aee3e-3a4-camera_color_image_raw-127051920120.jpg,144,No corner,1,144,2021-11-17T02:28:24.425814Z,2021-11-17T02:28:24.425888Z,1.097
57e1f21-6bb-camera_color_image_raw-1627051561597.jpg,1445,No corner,1,1445,2021-11-17T02:28:22.01607Z,2021-11-17T02:28:22.01655Z,5.885
74c9b67-36c3-camera_color_image_raw-162801960072.jpg,1444,No corner,1,1444,2021-11-17T02:28:14.914931Z,2021-11-17T02:28:14.914978Z,1.26
9297c38-36e7-camera_color_image_raw-162801511120.jpg,13,Corner,1,13,2021-11-17T02:28:12.38096Z,2021-11-17T02:28:12.38052Z,2.688
956b63-37b-cmer_color_imge_rw-1628197636128.jpg,1442,No corner,1,1442,2021-11-17T02:28:08.401198Z,2021-11-17T02:28:08.401241Z,0.78
e21aa44-7cb-camera_color_image_raw-1628017280052.jpg,1441,Corner,1,1441,2021-11-17T02:28:06.2721Z,2021-11-17T02:28:06.2774Z,0.98
a4364f7-037d-camera_color_image_raw-1628197490022.jpg,1440,No corner,1,1440,2021-11-17T02:28:04.111937Z,2021-11-17T02:28:04.111989Z,0.647
11922f7-38a7-camera_color_image_raw-1628202500489.jpg,1439,No corner,1,1439,2021-11-17T02:28:02.235954Z,2021-11-17T02:28:02.235999Z,0.639
2607f-038a-camera_color_image_raw-1628022184138.jpg,1438,No corner,1,1438,2021-11-17T02:28:00.401276Z,2021-11-17T02:28:00.401323Z,0.684
de18825-389-camera_color_image_raw-1627051192017.jpg,1437,No corner,1,1437,2021-11-17T02:27:58.511971Z,2021-11-17T02:27:58.512015Z,0.998
bc3f5-38bc-camera_color_image_raw-16705075604.jpg,1436,No corner,1,1436,01-11-17T0:7:56.313Z,01-11-17T0:7:56.359Z,0.689
b5ea975-39a5-camera_color_image_raw-162704971603.jpg,1435,No corner,1,1435,2021-11-17T02:27:54.400654Z,2021-11-17T02:27:54.400697Z,0.73
cdbf21-39b6-camra_color_imag_raw-1627052012124.jpg,1434,No cornr,1,1434,2021-11-17T02:27:52.333558Z,2021-11-17T02:27:52.333603Z,0.958
64dfbb1-39ba-camera_color_image_raw-1627519618.jpg,1433,No corner,1,1433,221-11-17T2:27:5.117Z,221-11-17T2:27:5.1152Z,1.56
57dbd4-39be-camera_color_image_raw-16274911241.jpg,1432,No corner,1,1432,221-11-17T2:27:47.8167Z,221-11-17T2:27:47.8213Z,0.962
a87690c-39c5-camra_color_imag_raw-1627050456078.jpg,1431,No cornr,1,1431,2021-11-17T02:27:45.644301Z,2021-11-17T02:27:45.644370Z,2.093
9d330d0-39da-camera_color_image_raw-16239504138.jpg,1430,Corner,1,1430,2021-11-1T02:2:42.3210Z,2021-11-1T02:2:42.32153Z,1.092
652ced2-39ee-camera_color_image_raw-16219746020.jpg,1429,No corner,1,1429,2021-11-17T02:27:39.96735Z,2021-11-17T02:27:39.96779Z,2.639
8614874-40d0-camera_color_image_raw-1628203432140.jpg,1428,No corner,1,1428,2021-11-17T02:27:36.133179Z,2021-11-17T02:27:36.133224Z,1.004
78b45a7-40df-camra_color_imag_raw-1628202722105.jpg,1427,Cornr,1,1427,2021-11-17T02:27:33.845950Z,2021-11-17T02:27:33.846002Z,1.647
fed710d-40ee-camera_color_image_raw-167047844078.jpg,146,No corner,1,146,01-11-17T0:7:30.97681Z,01-11-17T0:7:30.97635Z,0.973
5a8ea7f-413-camera_color_image_raw-1627046720016.jpg,1425,No corner,1,1425,2021-11-17T02:27:28.732577Z,2021-11-17T02:27:28.732624Z,1.401
e845ed3-41c-camera_color_image_raw-16274749293.jpg,1424,No corner,1,1424,221-11-17T2:27:26.66355Z,221-11-17T2:27:26.6645Z,0.795
15995b6-1cc-camera_color_image_raw-1627009101.jpg,123,Corner,1,123,2021-11-17T02:27:23.98620Z,2021-11-17T02:27:23.98668Z,2.12
2d9a369-41d-camera_color_image_raw-1627395452158.jpg,1422,Corner,1,1422,2021-11-17T02:27:20.367165Z,2021-11-17T02:27:20.367211Z,1.162
c59d83a-1f5-camera_color_image_raw-16270979607.jpg,121,No corner,1,121,2021-11-17T02:27:17.719631Z,2021-11-17T02:27:17.71967Z,0.725
b9662c-4ff-camera_color_image_raw-628972560.jpg,420,No corner,,420,202--7T02:27:5.865650Z,202--7T02:27:5.865699Z,0.72
9c513ad-2a1-camera_color_image_raw-162705228100.jpg,119,No corner,1,119,2021-11-17T02:27:13.8308Z,2021-11-17T02:27:13.83097Z,1.058
222b9ac-42af-camera_color_image_raw-162739336110.jpg,1418,Corner,1,1418,2021-11-17T02:27:11.08938Z,2021-11-17T02:27:11.08981Z,1.47
a284bc-42b5-camera_color_image_raw-1628199140025.jpg,1417,No corner,1,1417,2021-11-17T02:27:08.732772Z,2021-11-17T02:27:08.732821Z,0.795
9168f4-0042-camera_color_image_raw-16204520096.jpg,1416,No corner,1,1416,2021-11-1T02:2:06.68381Z,2021-11-1T02:2:06.68441Z,0.841
8e57e05-0042-camera_color_image_raw-1627050628421.jpg,1415,No corner,1,1415,2021-11-17T02:27:04.66472Z,2021-11-17T02:27:04.66520Z,0.76
a8541-42f4-camera_color_image_raw-1628202814.jpg,1414,Corner,1,1414,2021-11-17T02:27:02.585876Z,2021-11-17T02:27:02.58522Z,0.81
96f393f-43e-cmer_color_imge_rw-1628023152149.jpg,1413,Corner,1,1413,2021-11-17T02:27:00.530392Z,2021-11-17T02:27:00.530437Z,0.997
9a30232-3b2-camera_color_image_raw-162705128226.jpg,112,No corner,1,112,2021-11-17T02:26:58.307391Z,2021-11-17T02:26:58.30736Z,0.76
1f4c629-43d2-cmer_color_imge_rw-1627051512198.jpg,1411,No corner,1,1411,2021-11-17T02:26:56.333422Z,2021-11-17T02:26:56.333479Z,0.897
2e47e15-43d9-amera_olor_image_raw-1627047340142.jpg,1410,No orner,1,1410,2021-11-17T02:26:54.129299Z,2021-11-17T02:26:54.129345Z,0.802
0c85281-43e5-camera_color_image_raw-127051744122.jpg,1409,No corner,1,1409,2021-11-17T02:2:52.052205Z,2021-11-17T02:2:52.052253Z,0.829
5f638-3e9-camera_color_image_raw-1628202210109.jpg,108,No corner,1,108,2021-11-17T02:26:9.9871Z,2021-11-17T02:26:9.9879Z,1.12
6af68a-43fe-camera_color_image_raw-1628017910159.jpg,1407,Corner,1,1407,2021-11-17T02:26:47.084958Z,2021-11-17T02:26:47.085034Z,0.898
abdb601-44a7-camera_color_image_raw-16219967213.jpg,1406,No corner,1,1406,2021-11-17T02:26:45.029116Z,2021-11-17T02:26:45.029160Z,0.67
e6d38b8-44e2-camera_color_image_raw-16280138011.jpg,1405,No corner,1,1405,2021-11-1T02:26:43.206512Z,2021-11-1T02:26:43.206556Z,0.805
8b3767-45ae-camera_color_image_raw-16705158001.jpg,1404,No corner,1,1404,01-11-17T0:6:41.119086Z,01-11-17T0:6:41.119145Z,0.808
580b5d5-45d2-camera_color_image_raw-1628202786110.jpg,1403,No corner,1,1403,2021-11-17T02:26:38.788Z,2021-11-17T02:26:38.733Z,0.14
958a6eb-46b4-camera_color_image_raw-167399454145.jpg,140,No corner,1,140,01-11-17T0:6:36.817448Z,01-11-17T0:6:36.817493Z,0.353
7d3aa26-46d-camera_color_image_raw-1627395040027.jpg,1401,No corner,1,1401,2021-11-17T02:26:33.295052Z,2021-11-17T02:26:33.295097Z,0.73
8932fd2-46d-cmer_color_imge_rw-1627047824090.jpg,1400,No corner,1,1400,2021-11-17T02:26:31.217578Z,2021-11-17T02:26:31.217624Z,0.927
c6cc53-46-camera_color_image_raw-1627046488072.jpg,1399,No corner,1,1399,2021-11-17T02:26:29.117166Z,2021-11-17T02:26:29.117211Z,0.809
8d7730b-47a6-amera_olor_image_raw-1627048800165.jpg,1398,No orner,1,1398,2021-11-17T02:26:27.140170Z,2021-11-17T02:26:27.140214Z,0.88
787a49-47a9-camera_color_image_raw-1627048164048.jpg,1397,No corner,1,1397,2021-11-17T02:26:25.081614Z,2021-11-17T02:26:25.081663Z,1.292
c90410-47ce-camera_color_image_raw-162739762207.jpg,1396,Corner,1,1396,2021-11-17T02:26:22.54910Z,2021-11-17T02:26:22.54956Z,0
c0d0680-47d4-camera_color_image_raw-627050528022.jpg,395,No corner,,395,202--7T02:26:20.483346Z,202--7T02:26:20.483390Z,0.832
b3d3dee-483-cmer_color_imge_rw-1628016492094.jpg,1394,Corner,1,1394,2021-11-17T02:26:18.450865Z,2021-11-17T02:26:18.450915Z,1.402
9159ffc-04e-camera_color_image_raw-162704904079.jpg,1393,No corner,1,1393,2021-11-17T02:26:15.72775Z,2021-11-17T02:26:15.7234Z,0.74
aacae0-4f1-camera_color_image_raw-162704644091.jpg,1392,No corner,1,1392,2021-11-17T02:26:13.71791Z,2021-11-17T02:26:13.7136Z,0.795
4d1c1d3-48f2-camera_color_image_raw-162704813204.jpg,1391,No corner,1,1391,2021-11-17T02:26:11.726110Z,2021-11-17T02:26:11.72616Z,1.01
e9e3341-48f9-camera_color_image_raw-16801716611.jpg,1390,No corner,1,1390,01-11-17T0:6:09.46131Z,01-11-17T0:6:09.46185Z,1.1
116422-49b0-camra_color_imag_raw-1627052260101.jpg,1389,No cornr,1,1389,2021-11-17T02:26:07.025753Z,2021-11-17T02:26:07.025797Z,0.902
da1fb1-49ea-camera_color_image_raw-1628198680081.jpg,1388,Corner,1,1388,2021-11-17T02:26:04.761476Z,2021-11-17T02:26:04.76119Z,0.873
57d3692-49f4-camera_color_image_raw-627050652028.jpg,387,No corner,,387,202--7T02:26:02.703779Z,202--7T02:26:02.703824Z,0.866
aa3c069-049f-camera_color_image_raw-1627397086006.jpg,1386,Corner,1,1386,2021-11-17T02:26:00.648874Z,2021-11-17T02:26:00.648918Z,2.723
d287652-50e6-camera_color_image_raw-1628199778069.jpg,1385,No corner,1,1385,2021-11-17T02:25:56.625610Z,2021-11-17T02:25:56.625652Z,2.065
2bdecfd-51b0-camera_color_image_raw-1628016296100.jpg,138,Corner,1,138,2021-11-17T02:25:53.269800Z,2021-11-17T02:25:53.26987Z,1.38
b8a1-518-amera_olor_image_raw-1628197488025.jpg,1383,No orner,1,1383,2021-11-17T02:25:50.685334Z,2021-11-17T02:25:50.685381Z,1.361
03f5fad-51c-camera_color_image_raw-1627047320144.jpg,1382,No corner,1,1382,2021-11-17T02:25:48.049089Z,2021-11-17T02:25:48.049172Z,0.957
3748ab3-1cf-camera_color_image_raw-1627397020673.jpg,1381,No corner,1,1381,2021-11-17T02:2:4.7119Z,2021-11-17T02:2:4.71239Z,0.837
e4cca92-51a-camera_color_image_raw-1627396860176.jpg,1380,No corner,1,1380,2021-11-17T02:25:43.591398Z,2021-11-17T02:25:43.591451Z,1.315
3e6ef0c-051f-camera_color_image_raw-1627052144133.jpg,137,No corner,1,137,2021-11-17T02:25:41.014044Z,2021-11-17T02:25:41.01408Z,0.87
0a2ae82-52a5-camera_color_image_raw-16282042819.jpg,178,Corner,1,178,2021-11-17T02:25:8.86482Z,2021-11-17T02:25:8.864887Z,0.861
54d49c-529-camera_color_image_raw-1627394432101.jpg,1377,No corner,1,1377,2021-11-17T02:25:36.735857Z,2021-11-17T02:25:36.735902Z,1.391
0874-0052-camera_color_image_raw-16270462078.jpg,1376,No corner,1,1376,2021-11-17T02:25:34.026636Z,2021-11-17T02:25:34.026681Z,4.258
d8e3f17-53dc-camera_color_image_raw-1680638058.jpg,1375,Corner,1,1375,01-11-17T0:5:8.54969Z,01-11-17T0:5:8.55031Z,1.341
db1642-54cc-cmer_color_imge_rw-1627046632085.jpg,1374,No corner,1,1374,2021-11-17T02:25:25.902332Z,2021-11-17T02:25:25.902377Z,1.095
b8cb537-54e-camera_color_image_raw-1628203608182.jpg,1373,No corner,1,1373,2021-11-17T02:25:23.579370Z,2021-11-17T02:25:23.579414Z,0.758
a713a2c-55aa-camera_color_image_raw-16274288619.jpg,1372,No corner,1,1372,221-11-17T2:25:21.57988Z,221-11-17T2:25:21.57993Z,1.221
fd7ed3-55b7-camera_color_image_raw-16704740816.jpg,1371,No corner,1,1371,01-11-17T0:5:19.145639Z,01-11-17T0:5:19.14568Z,0.819
79576b-55cd-cmer_color_imge_rw-1627051820127.jpg,1370,No corner,1,1370,2021-11-17T02:25:17.056296Z,2021-11-17T02:25:17.056341Z,0.887
065c8ba-556-camera_color_image_raw-1628199764067.jpg,1369,Corner,1,1369,2021-11-17T02:25:14.802491Z,2021-11-17T02:25:14.802558Z,1.089
d34368e-056a-camera_color_image_raw-1627051244004.jpg,1368,No corner,1,1368,2021-11-17T02:25:12.53366Z,2021-11-17T02:25:12.534008Z,0.32
0b207d7-56be-cmer_color_imge_rw-1627051356108.jpg,1367,No corner,1,1367,2021-11-17T02:25:10.368487Z,2021-11-17T02:25:10.368529Z,0.897
016b80-56cc-camera_color_image_raw-16705066807.jpg,1366,No corner,1,1366,01-11-17T0:5:08.178055Z,01-11-17T0:5:08.178117Z,0.687
049e4e7-56d5-amera_olor_image_raw-1627047240070.jpg,1365,No orner,1,1365,2021-11-17T02:25:06.201754Z,2021-11-17T02:25:06.201798Z,0.726
d84420-6e3-camera_color_image_raw-162702324108.jpg,1364,No corner,1,1364,2021-11-17T02:2:04.224948Z,2021-11-17T02:2:04.224993Z,0.71
1497a07-57a6-camera_color_image_raw-1627051624030.jpg,1363,No corner,1,1363,2021-11-17T02:25:02.255488Z,2021-11-17T02:25:02.255534Z,0.836
d648de-57b4-camera_color_image_raw-1627052028122.jpg,1362,No corner,1,1362,2021-11-17T02:25:00.043865Z,2021-11-17T02:25:00.04327Z,0.787
aa7888-057c-camera_color_image_raw-1627051992139.jpg,1361,No corner,1,1361,2021-11-17T02:24:57.977730Z,2021-11-17T02:24:57.977777Z,1.182
b5643c0-57ce-camera_color_image_raw-1627400970050.jpg,1360,No corner,1,1360,2021-11-17T02:24:55.50129Z,2021-11-17T02:24:55.501349Z,1.496
00d98bf-57f0-camera_color_image_raw-12820309019.jpg,1359,Corner,1,1359,2021-11-17T02:24:52.742947Z,2021-11-17T02:24:52.742991Z,1.34
1859c28-5f3-camera_color_image_raw-162048956145.jpg,1358,No corner,1,1358,2021-11-1T02:24:49.90994Z,2021-11-1T02:24:49.909994Z,1.6
710336b-58a3-camera_color_image_raw-16740038114.jpg,1357,No corner,1,1357,01-11-17T0:4:47.043697Z,01-11-17T0:4:47.043741Z,1.605
5e0dea7-58b1-camera_color_image_raw-1628202304173.jpg,1356,No corner,1,1356,2021-11-17T02:24:44.101367Z,2021-11-17T02:24:44.101433Z,0.761
14200-58b6-camera_color_image_raw-16281262080.jpg,1355,No corner,1,1355,2021-11-17T02:24:42.14474Z,2021-11-17T02:24:42.144822Z,1.335
5d0bf36-059e-camera_color_image_raw-1620462948.jpg,1354,No corner,1,1354,2021-11-1T02:24:39.55516Z,2021-11-1T02:24:39.555222Z,0.6
bd3b360-60d2-camera_color_image_raw-162704738756.jpg,1353,No corner,1,1353,2021-11-17T02:24:37.5185Z,2021-11-17T02:24:37.5102Z,0.745
83447f6-60d4-camera_color_image_raw-162819913802.jpg,132,No corner,1,132,2021-11-17T02:24:3.3880Z,2021-11-17T02:24:3.3922Z,0.72
40c49e-60ec-camera_color_image_raw-1628016314027.jpg,131,Corner,1,131,2021-11-17T02:24:33.620471Z,2021-11-17T02:24:33.6201Z,0.864
041a05-1c0-camera_color_image_raw-127049108040.jpg,1350,No corner,1,1350,2021-11-17T02:24:31.555112Z,2021-11-17T02:24:31.555172Z,1.19
f5e1643-61e7-camera_color_image_raw-1670499818.jpg,1349,No corner,1,1349,01-11-17T0:4:9.187484Z,01-11-17T0:4:9.18757Z,0.703
1f44f-62c5-camera_color_image_raw-16270504035.jpg,134,No corner,1,134,2021-11-17T02:24:27.323763Z,2021-11-17T02:24:27.32311Z,0.27
b7642bb-62ce-camera_color_image_raw-62739640696.jpg,347,Corner,,347,202--7T02:24:25.2480Z,202--7T02:24:25.24224Z,0.907
0f6843-62dc-camera_color_image_raw-162700304136.jpg,1346,No corner,1,1346,2021-11-17T02:24:23.030716Z,2021-11-17T02:24:23.03078Z,0.897
af13714-63ae-camera_color_image_raw-1627048292817.jpg,1345,No corner,1,1345,2021-11-17T02:24:20.865062Z,2021-11-17T02:24:20.865132Z,0.749
84a066-063b-camera_color_image_raw-16273878014.jpg,1344,No corner,1,1344,2021-11-17T02:24:18.75308Z,2021-11-17T02:24:18.75355Z,0.5
6d82dc-63de-cmer_color_imge_rw-1627047236070.jpg,1343,No corner,1,1343,2021-11-17T02:24:16.875438Z,2021-11-17T02:24:16.875486Z,1.062
65466f-64e4-amera_olor_image_raw-1627046836088.jpg,1342,No orner,1,1342,2021-11-17T02:24:14.508810Z,2021-11-17T02:24:14.508872Z,0.732
6666724-64ea-camera_color_image_raw-1628203604180.jpg,1341,No corner,1,1341,2021-11-17T02:24:12.46737Z,2021-11-17T02:24:12.4671Z,0.77
0b2946-65b0-camera_color_image_raw-16239500125.jpg,1340,Corner,1,1340,2021-11-1T02:24:10.454185Z,2021-11-1T02:24:10.454253Z,0.886
92eb85-0065-camera_color_image_raw-1627047328144.jpg,1339,No corner,1,1339,2021-11-17T02:24:08.184655Z,2021-11-17T02:24:08.184700Z,0.83
e9d7a23-5dd-camera_color_image_raw-127052004121.jpg,1338,No corner,1,1338,2021-11-17T02:24:0.074097Z,2021-11-17T02:24:0.074153Z,0.798
af4a35-65e5-camera_color_image_raw-16704910036.jpg,1337,No corner,1,1337,01-11-17T0:4:04.0677Z,01-11-17T0:4:04.06816Z,1.884
50e548-664-amera_olor_image_raw-1628202732101.jpg,1336,Corner,1,1336,2021-11-17T02:24:00.942829Z,2021-11-17T02:24:00.942875Z,1.026
e2b9c-66e2-camera_color_image_raw-628202896082.jpg,335,No corner,,335,202--7T02:23:58.5765Z,202--7T02:23:58.57698Z,0.934
914a46-66ee-camera_color_image_raw-16803716058.jpg,1334,No corner,1,1334,01-11-17T0:3:56.440378Z,01-11-17T0:3:56.440434Z,0.886
ff4896-67e5-camera_color_image_raw-627050920049.jpg,333,No corner,,333,202--7T02:23:54.26293Z,202--7T02:23:54.262239Z,0.89
965d449-672-camera_color_image_raw-1627050296135.jpg,1332,No corner,1,1332,2021-11-17T02:23:52.185727Z,2021-11-17T02:23:52.185791Z,1.068
223ab3-67fa-camra_color_imag_raw-1627394768162.jpg,1331,No cornr,1,1331,2021-11-17T02:23:49.716586Z,2021-11-17T02:23:49.716628Z,1.978
6826072-68d0-camra_color_imag_raw-1627047600078.jpg,1330,No cornr,1,1330,2021-11-17T02:23:46.494641Z,2021-11-17T02:23:46.494688Z,0.726
9c6ac3e-68f1-camera_color_image_raw-162400956653.jpg,1329,No corner,1,1329,2021-11-1T02:23:44.506151Z,2021-11-1T02:23:44.506194Z,0.864
d1a849-68f-camera_color_image_raw-162705167206.jpg,128,No corner,1,128,2021-11-17T02:2:42.5070Z,2021-11-17T02:2:42.50749Z,0.856
2a3923-69da-camera_color_image_raw-1627047304151.jpg,1327,No corner,1,1327,2021-11-17T02:23:40.29257Z,2021-11-17T02:23:40.29324Z,1
